Runtime, 1188, 651, 603, 673, 753, 976, 1125, 1213, 1256, 1477, 1466, 1854, 2070, 2338, 2700, 2824, 2957, 3442, 3711, 3876, 4322, 4601, 5147, 7730, 5721, 6383, 6922, 7122, 7567, 8289, 9033, 9422, 10129, 10740, 11068, 11690, 13034, 13639, 15308, 16328, 15986, 17341, 18221, 18916, 19893, 21903, 21864, 23499, 23533, 25251, 
Coins Used, 1, 2, 3, 4, 5, 1, 2, 3, 4, 5, 6, 2, 1, 2, 1, 2, 3, 3, 2, 3, 2, 3, 4, 4, 3, 2, 3, 2, 3, 2, 3, 3, 4, 3, 4, 3, 1, 2, 3, 4, 3, 4, 2, 3, 3, 4, 4, 5, 3, 2, 
Amount, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 
