Runtime, 403, 127, 106, 109, 116, 109, 89, 99, 95, 111, 86, 104, 84, 113, 124, 95, 134, 118, 100, 112, 79, 116, 97, 102, 105, 100, 143, 92, 116, 91, 109, 114, 136, 113, 107, 108, 100, 124, 98, 104, 97, 91, 117, 88, 112, 148, 135, 100, 86, 112, 
Coins Used, 1, 2, 3, 4, 1, 2, 3, 4, 5, 1, 2, 3, 4, 5, 2, 3, 4, 5, 6, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 2, 3, 4, 5, 6, 2, 3, 4, 5, 6, 3, 4, 5, 6, 7, 3, 4, 5, 6, 7, 1, 
Amount, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 
