Runtime, 1420, 982, 1137, 1525, 1684, 2375, 2883, 3535, 3924, 4962, 5714, 7128, 8033, 9580, 10817, 12890, 14473, 16974, 19051, 21529, 24144, 27479, 30417, 37047, 38349, 43674, 47120, 52475, 57087, 64071, 72240, 76474, 82748, 91505, 98622, 208668, 139105, 129568, 140364, 151461, 162780, 176876, 191063, 208896, 213987, 235924, 246580, 267905, 282898, 300675, 
Coins Used, 1, 1, 2, 2, 3, 1, 2, 2, 3, 3, 4, 1, 2, 2, 3, 3, 4, 2, 3, 3, 4, 4, 5, 1, 2, 2, 3, 3, 4, 2, 3, 3, 4, 4, 5, 2, 3, 3, 4, 4, 5, 3, 4, 4, 5, 5, 6, 1, 2, 2, 
Amount, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 
