Runtime, 488, 214, 266, 287, 268, 373, 411, 464, 429, 409, 482, 478, 414, 426, 406, 476, 476, 550, 537, 500, 547, 561, 719, 604, 627, 918, 777, 912, 841, 799, 799, 773, 814, 971, 839, 867, 1032, 950, 954, 941, 978, 1004, 1160, 1076, 1118, 1108, 1130, 1162, 1215, 1177, 
Coins Used, 1, 2, 3, 4, 1, 2, 3, 4, 5, 1, 2, 3, 4, 5, 2, 3, 4, 5, 6, 2, 3, 4, 5, 6, 1, 2, 3, 4, 5, 2, 3, 4, 5, 6, 2, 3, 4, 5, 6, 3, 4, 5, 6, 7, 3, 4, 5, 6, 7, 1, 
Amount, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 
