Runtime, 380, 115, 125, 111, 117, 136, 140, 107, 112, 96, 96, 95, 91, 86, 124, 98, 115, 114, 106, 90, 97, 106, 100, 106, 140, 106, 115, 95, 110, 117, 103, 108, 143, 97, 117, 103, 129, 97, 119, 111, 122, 115, 119, 98, 108, 88, 93, 106, 106, 90, 
Coins Used, 1, 1, 2, 2, 3, 1, 2, 2, 3, 3, 4, 1, 2, 2, 3, 3, 4, 2, 3, 3, 4, 4, 5, 1, 2, 2, 3, 3, 4, 2, 3, 3, 4, 4, 5, 2, 3, 3, 4, 4, 5, 3, 4, 4, 5, 5, 6, 1, 2, 2, 
Amount, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 
