Runtime, 593, 281, 375, 355, 370, 381, 475, 467, 481, 513, 476, 488, 589, 583, 559, 563, 573, 703, 743, 773, 712, 739, 753, 784, 859, 945, 1004, 874, 1007, 917, 960, 966, 1012, 1037, 1237, 1230, 1290, 1163, 1246, 1210, 1242, 1298, 1265, 1287, 1470, 1376, 1428, 1460, 1559, 1535, 
Coins Used, 1, 1, 2, 2, 3, 1, 2, 2, 3, 3, 4, 1, 2, 2, 3, 3, 4, 2, 3, 3, 4, 4, 5, 1, 2, 2, 3, 3, 4, 2, 3, 3, 4, 4, 5, 2, 3, 3, 4, 4, 5, 3, 4, 4, 5, 5, 6, 1, 2, 2, 
Amount, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 
