Runtime, 64457, 63474, 63466, 63516, 63403, 63903, 63268, 63193, 63208, 63618, 63550, 63529, 63474, 63646, 63907, 180714, 71756, 63519, 63422, 63841, 63925, 64136, 64248, 64063, 63662, 63889, 64196, 63656, 64011, 63622, 63648, 63781, 63569, 63773, 63877, 63760, 64060, 64044, 63950, 64398, 64451, 64940, 64438, 64260, 64502, 64706, 64562, 64697, 64792, 64594, 64957, 65136, 64950, 64845, 64835, 64905, 65135, 65323, 65333, 65317, 65236, 65498, 65189, 65543, 65393, 65679, 65538, 65718, 65967, 65851, 65488, 65679, 65809, 65771, 72154, 63780, 64234, 64096, 63933, 64022, 64139, 64052, 64160, 64150, 64149, 64081, 64208, 64427, 64440, 64381, 64251, 64463, 68992, 65659, 65817, 65992, 64909, 64409, 64772, 64608, 64940, 64661, 65037, 64846, 65224, 64833, 64905, 65023, 64783, 65036, 64806, 64662, 65020, 64674, 64834, 65105, 64669, 64972, 65211, 64897, 64981, 65577, 65202, 65159, 67283, 65276, 65316, 65112, 65698, 65306, 73562, 73524, 65738, 65367, 65355, 65361, 65488, 65723, 65460, 65768, 65662, 65598, 65613, 65540, 66039, 65554, 73842, 68018, 68113, 67790, 68160, 67852, 67968, 68084, 68127, 68244, 68158, 68161, 68483, 68411, 68008, 68618, 68319, 68311, 68471, 68466, 68423, 68715, 74612, 66644, 66386, 66439, 66608, 66557, 66853, 66757, 66509, 66863, 67351, 74722, 68833, 69085, 68851, 68877, 69295, 68758, 69150, 69078, 69155, 69623, 69140, 69189, 69357, 75200, 67101, 67517, 67204, 67220, 67509, 75224, 
Coins Used, 36, 37, 37, 38, 34, 35, 35, 36, 36, 37, 35, 36, 36, 37, 37, 38, 34, 35, 35, 36, 36, 37, 35, 36, 36, 37, 37, 38, 34, 35, 35, 36, 36, 37, 35, 36, 36, 37, 37, 38, 34, 35, 35, 36, 36, 37, 35, 36, 36, 37, 37, 38, 35, 36, 36, 37, 37, 38, 36, 37, 37, 38, 38, 39, 35, 36, 36, 37, 37, 38, 36, 37, 37, 38, 38, 39, 35, 36, 36, 37, 37, 38, 36, 37, 37, 38, 38, 39, 35, 36, 36, 37, 37, 38, 36, 37, 37, 38, 38, 39, 35, 36, 36, 37, 37, 38, 36, 37, 37, 38, 38, 39, 36, 37, 37, 38, 38, 39, 37, 38, 38, 39, 39, 40, 36, 37, 37, 38, 38, 39, 37, 38, 38, 39, 39, 40, 36, 37, 37, 38, 38, 39, 37, 38, 38, 39, 39, 40, 36, 37, 37, 38, 38, 39, 37, 38, 38, 39, 39, 40, 36, 37, 37, 38, 38, 39, 37, 38, 38, 39, 39, 40, 37, 38, 38, 39, 39, 40, 38, 39, 39, 40, 40, 41, 37, 38, 38, 39, 39, 40, 38, 39, 39, 40, 40, 41, 37, 38, 38, 39, 
Amount, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026, 2027, 2028, 2029, 2030, 2031, 2032, 2033, 2034, 2035, 2036, 2037, 2038, 2039, 2040, 2041, 2042, 2043, 2044, 2045, 2046, 2047, 2048, 2049, 2050, 2051, 2052, 2053, 2054, 2055, 2056, 2057, 2058, 2059, 2060, 2061, 2062, 2063, 2064, 2065, 2066, 2067, 2068, 2069, 2070, 2071, 2072, 2073, 2074, 2075, 2076, 2077, 2078, 2079, 2080, 2081, 2082, 2083, 2084, 2085, 2086, 2087, 2088, 2089, 2090, 2091, 2092, 2093, 2094, 2095, 2096, 2097, 2098, 2099, 2100, 2101, 2102, 2103, 2104, 2105, 2106, 2107, 2108, 2109, 2110, 2111, 2112, 2113, 2114, 2115, 2116, 2117, 2118, 2119, 2120, 2121, 2122, 2123, 2124, 2125, 2126, 2127, 2128, 2129, 2130, 2131, 2132, 2133, 2134, 2135, 2136, 2137, 2138, 2139, 2140, 2141, 2142, 2143, 2144, 2145, 2146, 2147, 2148, 2149, 2150, 2151, 2152, 2153, 2154, 2155, 2156, 2157, 2158, 2159, 2160, 2161, 2162, 2163, 2164, 2165, 2166, 2167, 2168, 2169, 2170, 2171, 2172, 2173, 2174, 2175, 2176, 2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2186, 2187, 2188, 2189, 2190, 2191, 2192, 2193, 2194, 2195, 2196, 2197, 2198, 2199, 
