Runtime, 515, 230, 244, 204, 211, 199, 217, 230, 208, 208, 183, 192, 201, 215, 197, 192, 199, 220, 177, 204, 199, 228, 205, 232, 212, 214, 216, 201, 202, 215, 205, 237, 212, 225, 212, 211, 199, 194, 201, 192, 216, 192, 218, 184, 188, 167, 206, 171, 218, 202, 190, 201, 171, 192, 201, 198, 195, 193, 194, 189, 188, 179, 175, 194, 205, 213, 223, 204, 208, 184, 206, 191, 197, 197, 194, 186, 197, 207, 201, 220, 184, 205, 189, 200, 177, 190, 178, 194, 183, 193, 169, 204, 198, 203, 172, 200, 185, 211, 191, 180, 188, 212, 210, 205, 200, 198, 204, 200, 205, 202, 193, 202, 201, 208, 200, 213, 200, 194, 203, 233, 192, 194, 203, 201, 215, 206, 226, 237, 208, 217, 216, 219, 184, 213, 192, 177, 200, 209, 206, 194, 198, 187, 191, 197, 166, 184, 180, 189, 195, 201, 203, 216, 223, 230, 188, 198, 225, 191, 222, 179, 205, 214, 219, 230, 195, 202, 193, 207, 191, 206, 208, 201, 203, 205, 184, 193, 192, 204, 211, 211, 208, 198, 186, 205, 226, 203, 212, 222, 208, 200, 211, 223, 201, 190, 183, 183, 214, 214, 201, 201, 
Coins Used, 36, 37, 37, 38, 34, 35, 35, 36, 36, 37, 35, 36, 36, 37, 37, 38, 35, 36, 36, 37, 37, 38, 36, 37, 37, 38, 38, 39, 34, 35, 35, 36, 36, 37, 35, 36, 36, 37, 37, 38, 34, 35, 35, 36, 36, 37, 35, 36, 36, 37, 37, 38, 35, 36, 36, 37, 37, 38, 36, 37, 37, 38, 38, 39, 35, 36, 36, 37, 37, 38, 36, 37, 37, 38, 38, 39, 36, 37, 37, 38, 38, 39, 37, 38, 38, 39, 39, 40, 35, 36, 36, 37, 37, 38, 36, 37, 37, 38, 38, 39, 35, 36, 36, 37, 37, 38, 36, 37, 37, 38, 38, 39, 36, 37, 37, 38, 38, 39, 37, 38, 38, 39, 39, 40, 36, 37, 37, 38, 38, 39, 37, 38, 38, 39, 39, 40, 37, 38, 38, 39, 39, 40, 38, 39, 39, 40, 40, 41, 36, 37, 37, 38, 38, 39, 37, 38, 38, 39, 39, 40, 36, 37, 37, 38, 38, 39, 37, 38, 38, 39, 39, 40, 37, 38, 38, 39, 39, 40, 38, 39, 39, 40, 40, 41, 37, 38, 38, 39, 39, 40, 38, 39, 39, 40, 40, 41, 38, 39, 39, 40, 
Amount, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026, 2027, 2028, 2029, 2030, 2031, 2032, 2033, 2034, 2035, 2036, 2037, 2038, 2039, 2040, 2041, 2042, 2043, 2044, 2045, 2046, 2047, 2048, 2049, 2050, 2051, 2052, 2053, 2054, 2055, 2056, 2057, 2058, 2059, 2060, 2061, 2062, 2063, 2064, 2065, 2066, 2067, 2068, 2069, 2070, 2071, 2072, 2073, 2074, 2075, 2076, 2077, 2078, 2079, 2080, 2081, 2082, 2083, 2084, 2085, 2086, 2087, 2088, 2089, 2090, 2091, 2092, 2093, 2094, 2095, 2096, 2097, 2098, 2099, 2100, 2101, 2102, 2103, 2104, 2105, 2106, 2107, 2108, 2109, 2110, 2111, 2112, 2113, 2114, 2115, 2116, 2117, 2118, 2119, 2120, 2121, 2122, 2123, 2124, 2125, 2126, 2127, 2128, 2129, 2130, 2131, 2132, 2133, 2134, 2135, 2136, 2137, 2138, 2139, 2140, 2141, 2142, 2143, 2144, 2145, 2146, 2147, 2148, 2149, 2150, 2151, 2152, 2153, 2154, 2155, 2156, 2157, 2158, 2159, 2160, 2161, 2162, 2163, 2164, 2165, 2166, 2167, 2168, 2169, 2170, 2171, 2172, 2173, 2174, 2175, 2176, 2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2186, 2187, 2188, 2189, 2190, 2191, 2192, 2193, 2194, 2195, 2196, 2197, 2198, 2199, 
