Runtime, 791, 481, 464, 460, 453, 425, 417, 411, 429, 389, 444, 400, 416, 417, 448, 443, 459, 424, 449, 432, 444, 435, 410, 435, 446, 432, 461, 439, 456, 446, 434, 403, 420, 452, 436, 438, 443, 438, 445, 454, 425, 412, 416, 430, 458, 440, 438, 425, 453, 438, 456, 427, 443, 521, 419, 433, 412, 450, 422, 397, 425, 402, 403, 524, 439, 389, 429, 425, 420, 456, 447, 479, 438, 420, 424, 497, 435, 412, 405, 459, 407, 436, 469, 443, 462, 439, 449, 438, 454, 422, 470, 424, 479, 433, 471, 438, 456, 396, 443, 460, 437, 436, 467, 442, 470, 460, 442, 440, 409, 411, 404, 394, 457, 436, 450, 438, 452, 442, 466, 433, 464, 455, 443, 489, 464, 407, 427, 427, 463, 443, 457, 441, 479, 480, 441, 425, 448, 496, 429, 428, 409, 443, 459, 448, 454, 441, 429, 454, 456, 397, 434, 425, 423, 520, 428, 466, 468, 440, 462, 444, 459, 463, 469, 450, 473, 455, 449, 455, 455, 413, 462, 421, 428, 477, 464, 439, 469, 442, 512, 453, 477, 476, 477, 446, 468, 430, 480, 433, 434, 415, 447, 474, 442, 443, 464, 479, 429, 402, 428, 411, 
Coins Used, 138, 134, 135, 136, 137, 138, 139, 135, 134, 135, 134, 135, 136, 137, 138, 139, 135, 136, 137, 138, 139, 140, 136, 135, 136, 135, 136, 137, 138, 139, 140, 136, 137, 138, 139, 140, 141, 137, 136, 137, 136, 137, 138, 139, 140, 141, 137, 138, 139, 140, 141, 142, 138, 137, 138, 137, 138, 139, 140, 141, 142, 138, 139, 140, 141, 142, 143, 139, 138, 139, 138, 139, 140, 141, 142, 143, 139, 140, 141, 142, 143, 144, 140, 139, 140, 139, 140, 141, 142, 143, 144, 140, 141, 142, 143, 144, 145, 141, 140, 141, 140, 141, 142, 143, 144, 145, 141, 142, 143, 144, 145, 146, 142, 141, 142, 141, 142, 143, 144, 145, 146, 142, 143, 144, 145, 146, 147, 143, 142, 143, 142, 143, 144, 145, 146, 147, 143, 144, 145, 146, 147, 148, 144, 143, 144, 143, 144, 145, 146, 147, 148, 144, 145, 146, 147, 148, 149, 145, 144, 145, 144, 145, 146, 147, 148, 149, 145, 146, 147, 148, 149, 150, 146, 145, 146, 145, 146, 147, 148, 149, 150, 146, 147, 148, 149, 150, 151, 147, 146, 147, 146, 147, 148, 149, 150, 151, 147, 148, 149, 150, 
Amount, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026, 2027, 2028, 2029, 2030, 2031, 2032, 2033, 2034, 2035, 2036, 2037, 2038, 2039, 2040, 2041, 2042, 2043, 2044, 2045, 2046, 2047, 2048, 2049, 2050, 2051, 2052, 2053, 2054, 2055, 2056, 2057, 2058, 2059, 2060, 2061, 2062, 2063, 2064, 2065, 2066, 2067, 2068, 2069, 2070, 2071, 2072, 2073, 2074, 2075, 2076, 2077, 2078, 2079, 2080, 2081, 2082, 2083, 2084, 2085, 2086, 2087, 2088, 2089, 2090, 2091, 2092, 2093, 2094, 2095, 2096, 2097, 2098, 2099, 2100, 2101, 2102, 2103, 2104, 2105, 2106, 2107, 2108, 2109, 2110, 2111, 2112, 2113, 2114, 2115, 2116, 2117, 2118, 2119, 2120, 2121, 2122, 2123, 2124, 2125, 2126, 2127, 2128, 2129, 2130, 2131, 2132, 2133, 2134, 2135, 2136, 2137, 2138, 2139, 2140, 2141, 2142, 2143, 2144, 2145, 2146, 2147, 2148, 2149, 2150, 2151, 2152, 2153, 2154, 2155, 2156, 2157, 2158, 2159, 2160, 2161, 2162, 2163, 2164, 2165, 2166, 2167, 2168, 2169, 2170, 2171, 2172, 2173, 2174, 2175, 2176, 2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2186, 2187, 2188, 2189, 2190, 2191, 2192, 2193, 2194, 2195, 2196, 2197, 2198, 2199, 
