Runtime, 50457, 49632, 49124, 49025, 49152, 49158, 49018, 49328, 49332, 49380, 49159, 49293, 49297, 49344, 49291, 49398, 49522, 49947, 49553, 49914, 147200, 51631, 51254, 57132, 49550, 49836, 49473, 49798, 49466, 49343, 49393, 49314, 49271, 49444, 49397, 49423, 50131, 49762, 50092, 50095, 49876, 49882, 50198, 50105, 49885, 50310, 50205, 50306, 50531, 50541, 50713, 50403, 50497, 50672, 50638, 50442, 50716, 50768, 50614, 50527, 50604, 50699, 50713, 51021, 51030, 51001, 51040, 51187, 50894, 51062, 51171, 51121, 51357, 50946, 51004, 51161, 50976, 51061, 51294, 51240, 51280, 51219, 51213, 51417, 51283, 51696, 51476, 51397, 51288, 51564, 51748, 51494, 53968, 51560, 58720, 50190, 50411, 50119, 50361, 50133, 49978, 50192, 50538, 50275, 50278, 50128, 50255, 50528, 50210, 50349, 50086, 50285, 50721, 50240, 50714, 50922, 50323, 50575, 50473, 50467, 50196, 50822, 50454, 50883, 50449, 50655, 50624, 50848, 50599, 50689, 50544, 50714, 50754, 50632, 51141, 50747, 58764, 52484, 58003, 51198, 50746, 50798, 50936, 50855, 50956, 51217, 51056, 50850, 51348, 51093, 51332, 51340, 51065, 50870, 51531, 51269, 51275, 54180, 51340, 51155, 51358, 60664, 61718, 53413, 53150, 53127, 58815, 51386, 51581, 51517, 51442, 51280, 51842, 51465, 51824, 52054, 51626, 51731, 51860, 52156, 58899, 53543, 53563, 53825, 53978, 53742, 53748, 53334, 54076, 54095, 53920, 53666, 53688, 53984, 53878, 54093, 53894, 54087, 54588, 54057, 
Coins Used, 40, 41, 42, 43, 44, 41, 42, 43, 44, 45, 41, 42, 43, 44, 45, 42, 43, 44, 45, 46, 42, 43, 44, 45, 46, 41, 42, 43, 44, 45, 42, 43, 44, 45, 46, 42, 43, 44, 45, 46, 43, 44, 45, 46, 47, 43, 44, 45, 46, 47, 41, 42, 43, 44, 45, 42, 43, 44, 45, 46, 42, 43, 44, 45, 46, 43, 44, 45, 46, 47, 43, 44, 45, 46, 47, 42, 43, 44, 45, 46, 43, 44, 45, 46, 47, 43, 44, 45, 46, 47, 44, 45, 46, 47, 48, 44, 45, 46, 47, 48, 42, 43, 44, 45, 46, 43, 44, 45, 46, 47, 43, 44, 45, 46, 47, 44, 45, 46, 47, 48, 44, 45, 46, 47, 48, 43, 44, 45, 46, 47, 44, 45, 46, 47, 48, 44, 45, 46, 47, 48, 45, 46, 47, 48, 49, 45, 46, 47, 48, 49, 43, 44, 45, 46, 47, 44, 45, 46, 47, 48, 44, 45, 46, 47, 48, 45, 46, 47, 48, 49, 45, 46, 47, 48, 49, 44, 45, 46, 47, 48, 45, 46, 47, 48, 49, 45, 46, 47, 48, 49, 46, 47, 48, 49, 50, 46, 47, 48, 49, 50, 
Amount, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026, 2027, 2028, 2029, 2030, 2031, 2032, 2033, 2034, 2035, 2036, 2037, 2038, 2039, 2040, 2041, 2042, 2043, 2044, 2045, 2046, 2047, 2048, 2049, 2050, 2051, 2052, 2053, 2054, 2055, 2056, 2057, 2058, 2059, 2060, 2061, 2062, 2063, 2064, 2065, 2066, 2067, 2068, 2069, 2070, 2071, 2072, 2073, 2074, 2075, 2076, 2077, 2078, 2079, 2080, 2081, 2082, 2083, 2084, 2085, 2086, 2087, 2088, 2089, 2090, 2091, 2092, 2093, 2094, 2095, 2096, 2097, 2098, 2099, 2100, 2101, 2102, 2103, 2104, 2105, 2106, 2107, 2108, 2109, 2110, 2111, 2112, 2113, 2114, 2115, 2116, 2117, 2118, 2119, 2120, 2121, 2122, 2123, 2124, 2125, 2126, 2127, 2128, 2129, 2130, 2131, 2132, 2133, 2134, 2135, 2136, 2137, 2138, 2139, 2140, 2141, 2142, 2143, 2144, 2145, 2146, 2147, 2148, 2149, 2150, 2151, 2152, 2153, 2154, 2155, 2156, 2157, 2158, 2159, 2160, 2161, 2162, 2163, 2164, 2165, 2166, 2167, 2168, 2169, 2170, 2171, 2172, 2173, 2174, 2175, 2176, 2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2186, 2187, 2188, 2189, 2190, 2191, 2192, 2193, 2194, 2195, 2196, 2197, 2198, 2199, 
